75 , 2017-07-15 17:02:51
76 , 2017-07-15 17:02:52
77 , 2017-07-15 17:02:54
78 , 2017-07-15 17:02:55
79 , 2017-07-15 17:02:57
80 , 2017-07-15 17:02:58
81 , 2017-07-15 17:02:59
82 , 2017-07-15 17:03:00
83 , 2017-07-15 17:03:01
84 , 2017-07-15 17:03:03
85 , 2017-07-15 17:03:05
86 , 2017-07-15 17:03:06
87 , 2017-07-15 17:03:07
88 , 2017-07-15 17:03:08
89 , 2017-07-15 17:03:10
90 , 2017-07-15 17:03:12
91 , 2017-07-15 17:03:14
92 , 2017-07-15 17:03:16
93 , 2017-07-15 17:03:17
94 , 2017-07-15 17:03:18
95 , 2017-07-15 17:03:20
96 , 2017-07-15 17:03:21
97 , 2017-07-15 17:03:23
98 , 2017-07-15 17:03:25
99 , 2017-07-15 17:03:26
100 , 2017-07-15 17:03:27
101 , 2017-07-15 17:03:28
102 , 2017-07-15 17:03:30
103 , 2017-07-15 17:03:31
104 , 2017-07-15 17:03:32
105 , 2017-07-15 17:03:34
106 , 2017-07-15 17:03:35
107 , 2017-07-15 17:03:36
108 , 2017-07-15 17:03:38
109 , 2017-07-15 17:03:40
110 , 2017-07-15 17:03:41
111 , 2017-07-15 17:03:42
112 , 2017-07-15 17:03:44
113 , 2017-07-15 17:03:46
114 , 2017-07-15 17:03:47
115 , 2017-07-15 17:03:48
116 , 2017-07-15 17:03:50
117 , 2017-07-15 17:03:51
118 , 2017-07-15 17:03:52
119 , 2017-07-15 17:03:54
120 , 2017-07-15 17:03:55
121 , 2017-07-15 17:03:57
122 , 2017-07-15 17:03:58
123 , 2017-07-15 17:04:00
124 , 2017-07-15 17:04:01
125 , 2017-07-15 17:04:04
126 , 2017-07-15 17:04:05
127 , 2017-07-15 17:04:06
128 , 2017-07-15 17:04:07
129 , 2017-07-15 17:04:09
130 , 2017-07-15 17:04:10
131 , 2017-07-15 17:04:11
132 , 2017-07-15 17:04:12
133 , 2017-07-15 17:04:14
134 , 2017-07-15 17:04:15
135 , 2017-07-15 17:04:16
136 , 2017-07-15 17:04:17
137 , 2017-07-15 17:04:19
138 , 2017-07-15 17:04:20
139 , 2017-07-15 17:04:22
140 , 2017-07-15 17:04:23
141 , 2017-07-15 17:04:25
142 , 2017-07-15 17:04:27
143 , 2017-07-15 17:04:28
144 , 2017-07-15 17:04:29
145 , 2017-07-15 17:04:35
146 , 2017-07-15 17:04:40
147 , 2017-07-15 17:04:42
148 , 2017-07-15 17:04:44
149 , 2017-07-15 17:04:46
150 , 2017-07-15 17:04:47
151 , 2017-07-15 17:04:50
152 , 2017-07-15 17:04:53
153 , 2017-07-15 17:04:54
154 , 2017-07-15 17:04:55
155 , 2017-07-15 17:04:56
156 , 2017-07-15 17:04:58
157 , 2017-07-15 17:04:59
158 , 2017-07-15 17:05:01
159 , 2017-07-15 17:05:02
160 , 2017-07-15 17:05:03
161 , 2017-07-15 17:05:04
162 , 2017-07-15 17:05:06
163 , 2017-07-15 17:05:07
164 , 2017-07-15 17:05:08
165 , 2017-07-15 17:05:10
166 , 2017-07-15 17:05:11
167 , 2017-07-15 17:05:12
168 , 2017-07-15 17:05:13
169 , 2017-07-15 17:05:15
170 , 2017-07-15 17:05:17
171 , 2017-07-15 17:05:18
172 , 2017-07-15 17:05:19
173 , 2017-07-15 17:05:20
174 , 2017-07-15 17:05:21
175 , 2017-07-15 17:05:22
176 , 2017-07-15 17:05:24
177 , 2017-07-15 17:05:25
178 , 2017-07-15 17:05:26
179 , 2017-07-15 17:05:28
180 , 2017-07-15 17:05:29
181 , 2017-07-15 17:05:30
182 , 2017-07-15 17:05:31
183 , 2017-07-15 17:05:33
184 , 2017-07-15 17:05:34
185 , 2017-07-15 17:05:35
186 , 2017-07-15 17:05:36
187 , 2017-07-15 17:05:38
188 , 2017-07-15 17:05:39
189 , 2017-07-15 17:05:40
190 , 2017-07-15 17:05:42
191 , 2017-07-15 17:05:44
192 , 2017-07-15 17:05:45
193 , 2017-07-15 17:05:46
194 , 2017-07-15 17:05:48
195 , 2017-07-15 17:05:50
196 , 2017-07-15 17:05:51
197 , 2017-07-15 17:05:53
198 , 2017-07-15 17:05:54
199 , 2017-07-15 17:05:55
200 , 2017-07-15 17:05:56
201 , 2017-07-15 17:05:58
202 , 2017-07-15 17:05:59
203 , 2017-07-15 17:06:00
204 , 2017-07-15 17:06:02
205 , 2017-07-15 17:06:03
206 , 2017-07-15 17:06:04
207 , 2017-07-15 17:06:06
208 , 2017-07-15 17:06:07
209 , 2017-07-15 17:06:09
210 , 2017-07-15 17:06:10
211 , 2017-07-15 17:06:12
212 , 2017-07-15 17:06:14
213 , 2017-07-15 17:06:15
214 , 2017-07-15 17:06:16
215 , 2017-07-15 17:06:19
216 , 2017-07-15 17:06:21
217 , 2017-07-15 17:06:22
218 , 2017-07-15 17:06:23
219 , 2017-07-15 17:06:26
220 , 2017-07-15 17:06:28
221 , 2017-07-15 17:06:30
222 , 2017-07-15 17:06:32
223 , 2017-07-15 17:06:33
224 , 2017-07-15 17:06:34
225 , 2017-07-15 17:06:36
226 , 2017-07-15 17:06:38
227 , 2017-07-15 17:06:40
228 , 2017-07-15 17:06:41
229 , 2017-07-15 17:06:42
230 , 2017-07-15 17:06:44
231 , 2017-07-15 17:06:46
232 , 2017-07-15 17:06:47
233 , 2017-07-15 17:06:49
234 , 2017-07-15 17:06:51
235 , 2017-07-15 17:06:52
236 , 2017-07-15 17:06:54
237 , 2017-07-15 17:06:56
238 , 2017-07-15 17:06:57
239 , 2017-07-15 17:06:59
240 , 2017-07-15 17:07:03
241 , 2017-07-15 17:07:05
242 , 2017-07-15 17:07:06
243 , 2017-07-15 17:07:08
244 , 2017-07-15 17:07:10
245 , 2017-07-15 17:07:12
246 , 2017-07-15 17:07:14
247 , 2017-07-15 17:07:15
248 , 2017-07-15 17:07:16
249 , 2017-07-15 17:07:18
250 , 2017-07-15 17:07:19
251 , 2017-07-15 17:07:21
252 , 2017-07-15 17:07:22
253 , 2017-07-15 17:07:26
254 , 2017-07-15 17:07:27
255 , 2017-07-15 17:07:29
256 , 2017-07-15 17:07:31
257 , 2017-07-15 17:07:32
258 , 2017-07-15 17:07:34
259 , 2017-07-15 17:07:35
260 , 2017-07-15 17:07:36
261 , 2017-07-15 17:07:38
262 , 2017-07-15 17:07:39
263 , 2017-07-15 17:07:41
264 , 2017-07-15 17:07:42
265 , 2017-07-15 17:07:44
266 , 2017-07-15 17:07:46
267 , 2017-07-15 17:07:47
268 , 2017-07-15 17:07:48
269 , 2017-07-15 17:07:50
270 , 2017-07-15 17:07:51
271 , 2017-07-15 17:07:52
272 , 2017-07-15 17:07:54
273 , 2017-07-15 17:07:56
274 , 2017-07-15 17:07:57
275 , 2017-07-15 17:07:58
276 , 2017-07-15 17:08:00
277 , 2017-07-15 17:08:01
278 , 2017-07-15 17:08:03
279 , 2017-07-15 17:08:04
280 , 2017-07-15 17:08:06
281 , 2017-07-15 17:08:07
282 , 2017-07-15 17:08:08
283 , 2017-07-15 17:08:11
284 , 2017-07-15 17:08:13
285 , 2017-07-15 17:08:15
286 , 2017-07-15 17:08:16
287 , 2017-07-15 17:08:18
288 , 2017-07-15 17:08:20
289 , 2017-07-15 17:08:22
290 , 2017-07-15 17:08:24
291 , 2017-07-15 17:08:25
292 , 2017-07-15 17:08:27
293 , 2017-07-15 17:08:28
294 , 2017-07-15 17:08:30
295 , 2017-07-15 17:08:32
296 , 2017-07-15 17:08:34
297 , 2017-07-15 17:08:35
298 , 2017-07-15 17:08:37
299 , 2017-07-15 17:08:38
300 , 2017-07-15 17:08:40
301 , 2017-07-15 17:08:42
302 , 2017-07-15 17:08:43
303 , 2017-07-15 17:08:45
304 , 2017-07-15 17:08:46
305 , 2017-07-15 17:08:48
306 , 2017-07-15 17:08:50
307 , 2017-07-15 17:08:51
308 , 2017-07-15 17:08:52
309 , 2017-07-15 17:08:54
310 , 2017-07-15 17:08:56
311 , 2017-07-15 17:08:58
312 , 2017-07-15 17:08:59
313 , 2017-07-15 17:09:01
314 , 2017-07-15 17:09:03
315 , 2017-07-15 17:09:04
316 , 2017-07-15 17:09:05
317 , 2017-07-15 17:09:07
318 , 2017-07-15 17:09:08
319 , 2017-07-15 17:09:10
320 , 2017-07-15 17:09:11
321 , 2017-07-15 17:09:13
322 , 2017-07-15 17:09:14
323 , 2017-07-15 17:09:16
324 , 2017-07-15 17:09:17
325 , 2017-07-15 17:09:18
326 , 2017-07-15 17:09:20
327 , 2017-07-15 17:09:22
328 , 2017-07-15 17:09:24
329 , 2017-07-15 17:09:27
330 , 2017-07-15 17:09:28
331 , 2017-07-15 17:09:29
332 , 2017-07-15 17:09:31
333 , 2017-07-15 17:09:32
334 , 2017-07-15 17:09:34
335 , 2017-07-15 17:09:35
336 , 2017-07-15 17:09:37
337 , 2017-07-15 17:09:38
338 , 2017-07-15 17:09:39
339 , 2017-07-15 17:09:41
340 , 2017-07-15 17:09:42
341 , 2017-07-15 17:09:44
342 , 2017-07-15 17:09:46
343 , 2017-07-15 17:09:47
344 , 2017-07-15 17:09:48
345 , 2017-07-15 17:09:50
346 , 2017-07-15 17:09:51
347 , 2017-07-15 17:09:52
348 , 2017-07-15 17:09:54
349 , 2017-07-15 17:09:56
350 , 2017-07-15 17:09:57
351 , 2017-07-15 17:09:58
352 , 2017-07-15 17:09:59
353 , 2017-07-15 17:10:01
354 , 2017-07-15 17:10:03
355 , 2017-07-15 17:10:05
356 , 2017-07-15 17:10:07
357 , 2017-07-15 17:10:08
358 , 2017-07-15 17:10:10
359 , 2017-07-15 17:10:11
360 , 2017-07-15 17:10:12
361 , 2017-07-15 17:10:15
362 , 2017-07-15 17:10:16
363 , 2017-07-15 17:10:17
364 , 2017-07-15 17:10:19
365 , 2017-07-15 17:10:20
366 , 2017-07-15 17:10:22
367 , 2017-07-15 17:10:24
368 , 2017-07-15 17:10:25
369 , 2017-07-15 17:10:26
370 , 2017-07-15 17:10:28
371 , 2017-07-15 17:10:29
372 , 2017-07-15 17:10:31
373 , 2017-07-15 17:10:32
374 , 2017-07-15 17:10:34
375 , 2017-07-15 17:10:35
376 , 2017-07-15 17:10:36
377 , 2017-07-15 17:10:38
378 , 2017-07-15 17:10:40
379 , 2017-07-15 17:10:41
380 , 2017-07-15 17:10:42
381 , 2017-07-15 17:10:44
382 , 2017-07-15 17:10:46
383 , 2017-07-15 17:10:48
384 , 2017-07-15 17:10:49
385 , 2017-07-15 17:10:51
386 , 2017-07-15 17:10:53
387 , 2017-07-15 17:10:54
388 , 2017-07-15 17:10:56
389 , 2017-07-15 17:10:58
390 , 2017-07-15 17:11:00
391 , 2017-07-15 17:11:02
392 , 2017-07-15 17:11:04
393 , 2017-07-15 17:11:06
394 , 2017-07-15 17:11:07
395 , 2017-07-15 17:11:08
396 , 2017-07-15 17:11:12
397 , 2017-07-15 17:11:14
398 , 2017-07-15 17:11:16
399 , 2017-07-15 17:11:17
400 , 2017-07-15 17:11:19
Total Execution Time: 10.051301014423 Minutes
